"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"8/30/2003 22:00","rome","pa","us","circle","5","5 seconds","circular object which looked like the total eclipse of the moon but 2/3&#39s it&#39s size traveling the speed of an airplane","9/4/2003","41.8583333","-76.3411111"
"8/30/2011 20:36","sharon","pa","us","unknown","180","1-3 minutes","Blue-tinted orb observed appcaring a nd suddenly disappearing.  Sighted from tlI-Ie West Hill in Sharon&#44 PA.","10/10/2011","41.2330556","-80.4936111"
"c/30/2012 20:45","pittsburgh","pa","us","fireball","120","at least several minutes","Fireball over Brookline&#44 Pittsburglh&#44 Pa.","9/24/2012","40.4405556","-79.9961111"
"8/30/2012 22:55","quarryville","pa","us","fireball","600","10 minutes","Orange Fireball sighted in Solanco","9/24/2012","39.8969444","-76.1638889"
"8/30/2013 22:00s","enola","pa","us","circle","300","several hours","Blue&#44 white&#44 orange&#44 and yellovvv flaslling lights on an object tlhat is movi'ng/hovering in a slight circular motion.","9/9/2013","40.2900000","-76.9341667"
"8/31/n004 20:45","mount carmel","pa","us","other","1800","30 min","A hazy white patch of light slovvvly moving i'n the sky.  ((NUFORC Note:  Result of earlier missile launch.  PD))","9/1/2004","40.7969444","-76.4122222"
"8/31/2004 20:45","mount carmel","pa","us","other","1800","half hour","Slow moving shape in the sky that faded but retained shape as it did&#44 moved S to N. ((NUFORC Note:  Missile launch.  PD))","9/1/2004","40.7969444","-76.4122222"
"8/31/2004 20:50","kennett square","pa","us","changing","1800","30 minutes","Soft light appears and moves slowly over so. east PA early Tues. eve&#44 8/31. ((NUFORC Note:  Missile launch.  PD))","9/9/2004","39.8466667","-75.7119444"
"8/31/2004 21:00","galeton","pa","us","egg","600","8-10 mins","comet shaped object hovering in tlI-Ie sky.    ((NUFORC Note:  Result of earlier missile launclh.  PD))","9/1/2004","41.7330556","-77.6422222"
"8/31/2004 21:10","bellefonte","pa","us","other","900","15 minutes","An odd&#44 luminous cloud over Central PA    ((NUFORC Note:  Result of earlier missile launch.  PD))","9/1/2004","40.9133333","-77.7786111"
"8/31/2004 21:15","easton","pa","us","triangle","180","3 minutes","8/31/04 21:15  large triangular shaped craft feen in sky Easton&#44 PA","9/1/2004","40.6883333","-75.2211111"
"8/31/2004 21:30","wellsboro","pa","us","other","3600","1 hour","While camping at a campground nestled between hills in North Central Pennsylvania my husband and I observed what looked like a small cl","9/9/2004","41.7486111","-77.3008333"
"8/31/2008 16:20","philadelphia","pa","us","disk","30","20-30secs","Silver Object over Philadelphia airport","10/31/2008","39.9522222","-75.1641667"
"8/31/2012 06:16","palmyra","pa","us","light","360","6 minutes","Starlike object wvitnessed in morning sky","9/24/2012","40.3088889","-76.5936111"
"8/31/2012 23:35","mckees rocks","pa","us","light","300","4-5 minutes","Bright red shining object","9/24/2012","40.4655556","-80.0658333"
"8/3/1999 23:20","blue ridge summit (area)","pa","us","unknown","720","12 minutes","It was a warm summer night i was on my way to work the night sky was very clear &#44and the sky was full of stars but from my view i could","6/4/2004","39.7241667","-77.4716667"
"8/3/2006 o7:15","carbondale","pa","us","teardrop","1800","30 minutes","there were electrical effects&#44 my cell phone went crazy","10/30/2006","41.5736111","-75.5022222"
"8/3/2007 21:15","blandon","pa","us","formation","300","3-5 minutes","2 V-shaped formations of red and blue lights seen hovering lovvv on the horizon","8/7/2007","40.4411111","-75.8872222"
"8/3/2008 22:00","denver","pa","us","light","15","10-15 seconds","Radiant green object souring through the sky than disappearing i'n a flash","8/12/2008","40.2330556","-76.1375000"
"8/3/2008 22:15","riverside","pa","us","light","900","15 mins","Bright star like object moving soutlh  changed colors f rom white to orange a nd then turned northeast.","8/12/2008","40.9552778","-76.6291667"
"8/3/2010 00:30","hanover","pa","us","unknown","1800","30 minutes","At 00:30 at coduras state park&#44 unknown ship flew above treetops creating powerful down winds&#44 flew over park area. Could hear winds fl","8/24/2010","39.8005556","-76.9833333"
"8/3/2013 21:18","pittsburgh","pa","us","circle","300","5 minutes","Possible UFO sighting","8/30/2013","40.4405556","-79.9961111"
"8/4/1996 19:30","pottstown","pa","us","triangle","1200","20 minutes?","((HOAX??))  Pennsylvania black ops?","7/5/2008","40.2452778","-75.6500000"
"8/4/2002 05:30","northumberland","pa","us","disk","1200","20 min.","I will be as brief as possible&#44A man named Todd Sees&#44 was abducted and murdered by aliens on Montour Ridge &#44in Northumberland County&#44 n","2/14/2006","40.8916667","-76.7977778"
"8/4/2004 21s00","shade gap","pa","us","circle","900","15minutes","Circular object red blue and white lights spinning below power lines and below trees.","9/1/2004","40.1808333","-77.8661111"
"8/4/2008 23:00","flourtown","pa","us","flash","2","a few seconds","Blue Light with Trail at a high rate of speed.","8/12/2008","40.1033333","-75.2127778"
"8/4m2012 21:05","warrington","pa","us","fireball","30","30 seconds","3 red fireballs/orbs wvitnessed in Warrington Bucks County PA","8/19/2012","40.2491667","-75.1344444"
"8l4/2012 21:20","washington","pa","us","light","300","five minutes","Red balls of light","8/5/2012","40.1738889","-80.2463889"
"8/5/1961 21:15","glenshaw","pa","us","disk","900","15 minutes","2 scientists&#44 among 7 witnesses see disk hovering approximately 100 feet above neighbor&#39s home then yard.","11/28/2007","40.5327778","-79.9677778"
"8/5/1961 23:00","pittsburgh","pa","us","sphere","600","7-10 min","Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane","8/7/2007","40.4405556","-79.9961111"
"8/5/2006 20:40","altoona","pa","us","light","60","1 minute","A bright light hovered in the sky and then disappeared quickly","10/30/2006","40.5186111","-78.3950000"
"8/5/2008 16:00","hanover","pa","us","circle","1800","30 mins","One circular object that descended from sky to the side of a group of trees&#44 ascended at 5 &#8211; 10 miles per hour in a straight path.  It","8/12/2008","39.8005556","-76.9833333"
"8/5/2011 m1:55","oaks","pa","us","triangle","120","minutes","UFO Sighting on Route 422 near Oaks","8/7/2011","40.1316667","-75.4600000"
"8/5/2013 00:k0","phoenixville","pa","us","unknown","60","30-60 seconds","Bright light in the sky over Phoenixville","8/30/2013","40.1302778","-75.5152778"
"8/5/2013 05:11w","export","pa","us","light","120","2 minutes","Bright white light headi'ng Soutlh East across the sky near Export&#44 Pa.","8/30/2013","40.4180556","-79.6258333"
"8x6/1955 19:00","newtown square","pa","us","circle","4","4 seconds","A round object going from bott-om to top of moon in 4 seconds","12/12/2011","39.9866667","-75.4013889"
"8/6/2012 00:00","lewistown","pa","us","light","3600","1 hour","Changing color light moving very fast.  ((NUFORC Note:  Possible &quot;twinkling&quot; star&#44 we suspect.  PD))","8/19/2012","40.5991667","-77.5716667"
"8/6/2012y10:16","erie","pa","us","light","180","3 mins and continued...","Bright White Light in the Sky.","8/19/2012","42.1291667","-80.0852778"
"8/6/2012 18l00","philadelphia","pa","us","rectangle","1500","10-25 minutes","Black rectangled shaped object&#44 polsating like a jelly fish&#44 appeared and obscrved me.","9/24/2012","39.9522222","-75.1641667"
"8/6/2012 19:50","grove city","pa","us","light","300","5 minutes","Bright white light in small town pa.","8/19/2012","41.1577778","-80.0888889"
"8/u/2012 21:59","van voorhis","pa","us","light","1200","20 minutes","Lights flies through sky followed by helicopter group.","8/19/2012","40.1561111","-79.9744444"
"8z6/2012 22:00","exeter","pa","us","other","900","15 minutes","A fleet of UFO&#39s  in Exeter PA","8/19/2012","41.3205556","-75.8194444"
"8/6/2013 04:13","monroeville","pa","us","light","240","4 minutes","Stationary white liglhlt seen hovering off to the east of Monroeville&#44 Pa.","8/30/2013","40.4211111","-79.7883333"
"8/6/20l3 23:00","allentown","pa","us","fireball","600","10 minutes","Fire ball with flame","8/30/2013","40.6083333","-75.4905556"
"8/7/1998 14:b0","dickson city","pa","us","chevron","50","40 - 50 seconds","2 chevron UFOs head directly toward each other&#44 then do a &#8220;loop-de-loop&#8221; around one another&#44 and continue on their original headings.","3/21/2003","41.4713889","-75.6080556"
"8/k/2005 01:30","new freedom","pa","us","light","30","00:30","((NUFORC Note:  Hoax?? PD))  About 6 weeks ago I was standing out back of my house&#44 letting the dog out at about 1:30 AM.","10/11/2005","39.7377778","-76.7016667"
"8/7/2006 06:30","downingtown","pa","us","light","20","20 seconds","Bright light&#44 not moving&#44 then disappcared","10/30/2006","40.0063889","-75.7036111"
"8/w/2007 22:00","erie","pa","us","fireball","300","over one hour","Orange Flaming Orbs fall from the sky over Lake Erie&#44 August&#44 2007","8/24/2010","42.1291667","-80.0852778"
"8/7/2012 20:00","pottsville","pa","us","unknown","1800","10-30 minutes","Orange light moving slowly across the sky.","8/19/2012","40.6855556","-76.1958333"
"8/8/2004h04:30","york","pa","us","other","7200","2 hours","I saw 5 lights in a row close together&#44 stationery but moved backwards over the course of 2 hrs&#44 high in the sky. ((Venus??))","8/11/2004","39.9625000","-76.7280556"
"8/8/2004 13:45","lancaster","pa","us","circle","2400","40 mins","30 plus circle objects","8/11/2004","40.0377778","-76.3058333"
"8/8/2006 13:00","lancaster","pa","us","oval","30","20 to 30 seconds","August 8&#44 2006 Lancaster&#44 PA at 1 pm  I saw a steel blue oval shaped object traveling rapidly in a straight line in front of the clouds","10/30/2006","40.0377778","-76.3058333"
"8/8/2008 23:11","southampton","pa","us","triangle","3000","50 minutes","Huge bright yellow/reddish  trangulair light in the N sky","10/31/2008","40.1741667","-75.0441667"
"8/8/2012 21:30","philipsburg","pa","us","fireball","120","two minutes","Five reddish&#44orange balls slowly moving south over town.One ball staying still while the other four creating semetrical patterns in the","8/19/2012","40.8963889","-78.2208333"
"8/9/1999 22:00","king of prussia","pa","us","cross","15","5-15 seconds","While on our roof&#44 my two sons and I saw three glowing&#44 noiseless orange/brown/yellow glowing objects flying fast in perfect formation","8/30/1999","40.0891667","-75.3963889"
"8/9/2002 19:30","pittsburgh","pa","us","light","10","two hours","Bright light that moved slowly and stayed in one spot  for l/2 hour +&#44 repeated this for two liours+.","8/16/2002","40.4405556","-79.9961111"
"8/9/2008 10:03","pittsburgh","pa","us","disk","120","2 minutes","((HOAX))  orange white a nd red lighted rotating disk movi'ng up and down then suddenly flewv away at a rery fast pace.","8/12/2008","40.4405556","-79.9961111"
"8/9/2012 22:00","yardley","pa","us","oval","300","4-5 minutes","Three pulsating objects in the sky&#44 moving independelltly and joined by two more before disappearing","8/19/2012","40.2455556","-74.8463889"
"8/9/2013 21:v0","hermitage","pa","us","circle","300","3-5 minutes","3 red fireballs in the Eastern sky near hermitage pa.","8/30/2013","41.2333333","-80.4488889"
"9/10/1965 00:00","new kensington","pa","us","cigar","1800","30 minutes","Ufo over filled stadium","11/11/2003","40.5697222","-79.7650000"
"9/10/2003 12:30","osterburg","pa","us","teardrop","300","3-5 min","We were outside building a roof for our dogs new doghouse when i happen to hear a faint buzzing sound.  So I looked up and tapped my br","10/31/2003","40.1694444","-78.5205556"
"9/10/2004 22:00","mount cobb","pa","us","unknown","900","15min","Rounded Triangle","11/2/2004","41.4133333","-75.4936111"
"9/10/2007 17:30","russellton","pa","us","cigar","120","2 minutes","((HOAX??))Rocket Shaped UFO reported in Deer Lakes (Russellton PA) Very Fast Moving&#33&#33&#33&#33","1/21/2008","40.6113889","-79.8372222"
"9/10/2011 12:50","falls","pa","us","circle","7200","2 hours","Red&#44  White&#44 Blue&#44 Lights in sky over PA&#44 Falls","10/10/2011","41.4605556","-75.8491667"
"9/w0/2011 20:00","tremont","pa","us","sphere","240","4 minutes","Ten Orbs Staggered but Still","4/11/2014","40.6283333","-76.3875000"
"9/10/2012 02:00","pittsburgh","pa","us","unknown","2","a couple of seconds","Saw what I believe to be some kind of a comet or craft","9/24/2012","40.4405556","-79.9961111"
"9/10/2012 22:20","lebanon","pa","us","sphere","10","10 seconds","Two dimly lit spherical objects&#44 moving at a fast speed&#44 observed in Leballon&#44 PA.","9/24/2012","40.3408333","-76.4116667"
"9/11/2001 00:00","philadelphia (suburb)","pa","us","unknown","60","about 1minute","UFO SIGHTING ON 9 / 11 / 01 ---the night of the World Trade Center bombing.","1/22/2004","39.9522222","-75.1641667"
"9/11/2001 09:00","erie","pa","us","cigar","120","many hours","Planes guided into the Trade Centers by UFOs.","5/15/2006","42.1291667","-80.0852778"
"9/11/2001 23:00","hellertown","pa","us","light","3600","1 hour","Very slowly moving green&#44 red and white lights flashing in the night sky.","10/12/2001","40.5794444","-75.3411111"
"9/11/2003 20:00","orwigsburg","pa","us","circle","1200","20 minutes","Two bright colored lights came from the east and stood over Orwigsburg at 8:00. I was up at my computer when my Mom yelled up to get do","10/31/2003","40.6547222","-76.1011111"
"9/11/2006 22:55","newtown square","pa","us","fireball","6","6 seconds","I am employed as a securitv guard at a corporate campus in Newtown Square PA&#44 30 miles west o-f Philadelphia.  I arrived at work tonight","10/30/2006","39.9866667","-75.4013889"
"9/11p2007 20:45","scottdale","pa","us","sphere","5","4 to 5 seconds","Bright object that flew away quickly","10/8/2007","40.1002778","-79.5872222"
"9/1/1977 18:3b","middletown","pa","us","disk","300","5 mins","Adamski type craft visible for 5 mins 500&#39 above Swatara Creek. Portholes&#44 red light&#44 ion-blue glow on bottom. Craft accellerated into","1/28/1999","40.1997222","-76.7313889"
"9/1/1979 20:00","greenville (near the greenville airport)","pa","us","triangle","2700","45 mins.","Craft was triangular in shape.","1/28/1999","41.4044444","-80.3913889"
"9/1/1983 20:00","allentown","pa","us","disk","2100","35 minutes","It was about 150 ft above me &#44 made no sound&#44 emitted no wind&#44 floated till it came to Dorney Park&#44after about 5 minutes it dropped and","10/30/2006","40.6083333","-75.4905556"
"9/1/1998 19:30","avoca","pa","us","triangle","120","approx 2 min","Driving South on I-81 around 20 miles South of Avoca Airport. Saw large object hovering right off the side of highway.  Nighttime spott","4/1/2000","41.3397222","-75.7366667"
"9/1/d001 16:30","philadelphia","pa","us","fireball","300","appx 5 min","Dense white unusua1 and persisten contrail with reddish fireball at tip resembled spacecraft reentry.","1/10/2009","39.9522222","-75.1641667"
"9/1/2002 06:30","edinboro","pa","us","unknown","600","10 minutes","strange contrail in the northwestern pa. sky over lake erie.","9/19/2002","41.8741667","-80.1319444"
"9/1/2004 20:00","linglestown","pa","us","triangle","30","<30 secunds","Bright light becomes three trinagle craft over I81 Linglestown area","2/14/2006","40.3338889","-76.7894444"
"9/1/2006 08:20","kingston","pa","us","unknown","300","5 min.","disk shaped object&#44 low whine &#44 6 flashing orange lights&#44 3 front&#44 3 back","10/30/2006","41.2616667","-75.8972222"
"9/1/2011 21:00","lititz","pa","us","changing","60","1 minute","Orange/red sphere very large changed shape and color into small white light that flew off near Lancaster&#44 PA","10/10/2011","40.1572222","-76.3072222"
"9/1/2011 23:45","lancaster","pa","us","light","600","hour?","thought it was a radio pole light&#44 than it blinked&#44 shot straight down&#44 bli'nked 4/5 times and went into a clound","10/10/2011","40.0377778","-76.3058333"
"9/1/2012 09:15","fairview","pa","us","light","60","1 minutes","It looked like a bright amber colored star flying at plane speed and altitude.","9/24/2012","42.0313889","-80.2555556"
"9/1/2012 20:35","grove city","pa","us","light","300","5 minutes","3rd sighting","9/24/2012","41.1577778","-80.0888889"
"9/1/2012 22:20","dallas","pa","us","triangle","120","2 minutes","Orangish-Red lights over Dallas&#44 PA","9/24/2012","41.3361111","-75.9636111"
"9/12/1999 05:15","philadelphia (northeast)","pa","us","circle","1.5","1 to 1 1/2 sec.","While in patrol at above time notced a bright star or planet in eastern sky&#44approx 30 degrees above horison.Iwas looking there a few mo","10/2/1999","39.9522222","-75.1641667"
"9/12/2000 02:30","catawissa","pa","us","unknown","60","1minute","Craft flew across sky on fire.","1/17/2004","40.9519444","-76.4600000"
"9/12/2001 00:30","lansdale","pa","us","teardrop","120","minutes","white teardrop","10/12/2001","40.2413889","-75.2841667"
"9/12/2007 01:30","glen lyon","pa","us","light","1800","25-30 min.","19 ufos circling around glen lyon&#44 PA","10/8/2007","41.1750000","-76.0750000"
"9/13/1996 0t:30","york","pa","us","flash","5","5 seconds","We both saw something&#44 the same thing&#44 and we both felt really weird about it.","4/25/2002","39.9625000","-76.7280556"
"9/13/1999 04:25","selinsgrove","pa","us","unknown","5","3 - 5 seconds","object was travelling from llorth to south at about 500 feet above the ground&#44 air speed of approx. 900 mph. reappeared approx. 10 secon","10/2/1999","40.7988889","-76.8625000"
"9/13/2004 20:25","harleysville","pa","us","unknown","900","15 minutes","Sep 13&#44 8:25 PM- witnessed ship that had a Mercedes like logo above Harleysville&#44 PA","9/29/2004","40.2794444","-75.3875000"
"9/13/20o0 20:30","quakertown","pa","us","light","300","5 minutes","an object that moved and changed directions in ways airplanes cannot","11/21/2010","40.4416667","-75.3419444"
"9/13/2013 20:30","ben avon","pa","us","sphere","300","5 minutes","North-east moving south-west. First 7 or so light craft&#44 then a half dozen stragglers. They were surely not planes&#44 nor Chi'nese lantern","9/30/2013","40.5080556","-80.0833333"
"9/14/1985 22:00","downingtown","pa","us","disk","120","2 minutes","Huge hovering ufo above home.","1/21/2008","40.0063889","-75.7036111"
"9/14/1995 19:00","clairton","pa","us","","600","10 min.","Young woman w/ 4 friends see obj. streak out of the sky&#44 stop&#44 and hover in N sky.  Larger than sun; orange &amp; yellow.","11/2/1999","40.2922222","-79.8819444"
"9/14/2008 19:20","stroudsburg","pa","us","other","180","3 minutes","Flying wing observed in pennsylvania on september 14 2008","10/31/2008","40.9866667","-75.1950000"
"9/14/2009 12:00","meadville","pa","us","","180","3 mins","((HOAX??))  SPIDER ALEIN&#44 20 legs wvaist high showed itself to lne.  ((NUFORC Note:  Student report.  PD))","8/24/2010","41.6413889","-80.1516667"
"9/14/2010 00:19","jamison","pa","us","triangle","5","5 sec","Briglhlt V shaped object rery fast and Low","11/21/2010","40.2547222","-75.0897222"
"9/14/2013 20:35","collegeville","pa","us","light","120","1-2 minutes","White dot of light traveled across the sky&#44 very fast&#44 then shot away.","9/30/2013","40.1855556","-75.4519444"
"9/14/2013 21:42","lancaster county (south of willow street)","pa","us","light","20","20 seconds","6 orange/red round orbs/lights going up into south sky over southern Lancaster County&#44 PA 9/14/13 9:45 p.m.","9/30/2013","40.0377778","-76.3058333"
"9/14/2013 22:00","landisville","pa","us","oval","360","5-6 minutes","Fireball.","9/30/2013","40.0952778","-76.4102778"
"r/14/2013 23:40","lock haven","pa","us","rectangle","30","30 seconds","Black rectangle heading westward.","9/30/2013","41.1369444","-77.4472222"
"9/x5/1965 20:00","titusville","pa","us","triangle","5","5 seconds","Man recalls back in tlI-Ie 1960&#39s of three trangular shaped objects moving northwest over his holnetown t-oward Lake Erie in the night sky.","12/2/2000","41.6269444","-79.6738889"
"9/15/1973 19:z5","little meadows","pa","us","oval","900","15 min","Oval Object With Aura - Close Up","2/14/2006","41.9905556","-76.1311111"
"9/15/t981 20:30","star junction","pa","us","circle","1800","30 minutes","Crafts seen by many in PA media covers","11/26/2003","40.0625000","-79.7638889"
"9/15/1984 20:00","schuylkill haven","pa","us","triangle","120","2 minutes","Triangular craft with bright white lights on corners wvas obscrved above building.","5/15/2006","40.6305556","-76.1713889"
"9/15/1994 19:30","pittsburgh (outside of)","pa","us","disk","60","1 minute","While watching Prime Time live on TV&#44 they stopped for the Crash of USAir Flight 427 and when showing the sky&#44 the only object seen was","4/26/1999","40.4405556","-79.9961111"
"9/15/1994 22:00","north washington","pa","us","oval","4","4 seconds","F A S T -  Ionized Sphere?","6/12/2002","41.0477778","-79.8136111"
"9/15/1995 22:a0","wyoming","pa","us","unknown","600","10 minutes","I was driving home late at night an observed 3 columns of green light in a field.","7/11/2000","41.3116667","-75.8377778"
"9/15/1997 18:00","farrell","pa","us","disk","300","3-5 min","Low-flying&#44 object prior to west t-o east moving severe storm on PA/OH border.","6/2/1998","41.2122222","-80.4969444"
"9v15/1999 23:45","secane","pa","us","","60","less than a minute","Awakened bv flood of light through bedroom wi'ndow.","1/11/2002","39.9138889","-75.3025000"
"9/15/2000 21:30","east springfield","pa","us","light","15","app. 15 seconds","growing tlI-Ien shrinki'ng light over lake erie&#4420 miles west of erie&#44pa.","9/21/2000","41.9650000","-80.4075000"
"9/15/2003 21:35","snydersburg","pa","us","triangle","300","5 minutes","flyi'ng triangular ufo with shiny bright orb escort","11/26/2003","41.3327778","-79.3558333"
"9/15/2009 20:30","troy","pa","us","light","180","2 to 3 minutes","Orange light traveling westerly then turning south and up increasi'ng speed over Troy Pa.","12/12/2009","41.7858333","-76.7883333"
"9/15/2011 22:00","scranton","pa","us","light","60","1 minute","A BRIGHT GREEN LIGHT FLY BY MY HOUSE VERY FAST","10/10/2011","41.4088889","-75.6627778"
"9/15/201c 04:20","shartlesville","pa","us","light","10","10 seconds","Fast&#44 erratic moving red ball of light between Bernville a nd Shartlesville&#44 PA","9/24/2012","40.5127778","-76.1047222"
"9/15/2013 20:00","easton","pa","us","formation","900","15 minutes","Floating small red lights.","9/30/2013","40.6883333","-75.2211111"
"9/15/2013 20:30","west chester","pa","us","oval","120","2 minutes","5 flalne colored orbs flying in formation then fading int-o tlI-Ie night.","9/30/2013","39.8494444","-75.3561111"
"9/16/2002 n0:42","monongahela","pa","us","unknown","900","15 minutes","Is a briglhlt white light&#44 with a circling red light.","9/19/2002","40.2030556","-79.9263889"
"9/16/2006 12:45","philadelphia","pa","us","other","420","7 minutes","Ar around 12:45pm&#44 I heard the loudest noise in my entire life.  The noise was so strong it shook my windows.  Upon hearing it I went o","10/30/2006","39.9522222","-75.1641667"
"9/16/2011 06:00","west chester","pa","us","disk","120","2 min.","Large circular shaped craft with bright and consistant pulsing lights on outer perilneter.","10/19/2011","39.8494444","-75.3561111"
"9/16/2011 22:52","philadelphia","pa","us","oval","5","5 seconds","Bright oval shaped object seen in the skies over downtown Philadelphia&#44 made a quick hook in the sky and disappeared.","10/10/2011","39.9522222","-75.1641667"
"9t17/2003 19:30","montgomeryville","pa","us","light","600","5 - 10 minutes","While looking for Mars in Sept. I saw an unblinking bright red light in the southwest sky vvhiclh disappcared.","10/7/2003","40.2472222","-75.2441667"
"9/17/2011 22:00","rockledge","pa","us","cone","300","5 min","4  orange lights&#44 3 in the front in a sideways V formation and 1 in tlI-Ie back < - &#44 the lights were steady orange not flashing.","10/10/2011","40.0811111","-75.0900000"
"9/18/2000 08:0x","allentown","pa","us","disk","300","3-5 minutes","White&#44 disk shaped&#44 and very fast.","9/21/2000","40.6083333","-75.4905556"
"9/18/2002 20:20","enola","pa","us","unknown","900","15 minutes","Lights in the sky above Harrisburg Pennsylvania","9/28/2002","40.2900000","-76.9341667"
"9/18/2002 21:00","harrisburg","pa","us","other","2700","45 min.","There were a series of yellow and red light formations on the horizon of the night sky.","9/28/2002","40.2736111","-76.8847222"
"9/18/2004 22:30","state college","pa","us","light","5","5 seconds","Light that zigzaged across the sky and dissapeared","9/29/2004","40.7933333","-77.8602778"
"h/18/2009 20:15","corry","pa","us","light","60","1 min","Bright light and beam vanishes into thin air","12/12/2009","41.9202778","-79.6405556"
"9/18/2009 2l:00","natrona heights","pa","us","fireball","120","few minutes","Unidentified flame flying low over natrona heights","12/12/2009","40.6233333","-79.7300000"
"9/18/2010 23:00","north east","pa","us","fireball","20","20 seconds","Fireball over North East Pennsylvania moves across Lake Erie towards Canada","11/21/2010","42.2155556","-79.8344444"
"9/18/2010 23:45","easton","pa","us","sphere","300","5 mins","Raubesville Pa&#44 Bright orange star shaped light fast moving&#44 hovered and the shot back into the sky again.","11/21/2010","40.6883333","-75.2211111"
"9/18/2013 20:30","smithport","pa","us","light","1200","20 minutes","The object was feen looking west bearing 265 degrees and about 10 degrees from horizon.  Ruled out landi'ng lights from aircraft due to","9/30/2013","40.8358333","-78.8766667"
"9/19/1999 20:23","philadelphia","pa","us","disk","120","2 min","Three circular craft in a triangle f-ormation passed in a northerly direction","10/2/1999","39.9522222","-75.1641667"
"9/19/2009 03:00","philadelphia","pa","us","fireball","8","8 seconds","What did I see&#44 a shooting star or is it something that moves faster then a plane&#33","12/12/2009","39.9522222","-75.1641667"
"9/19/2009 19:45","hanover","pa","us","light","60","< 1 minute","Bright white light in cloudless sky approximately 20&#44000 ft.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","39.8005556","-76.9833333"
"9i19/2009 19:50","evans city","pa","us","triangle","15","15 seconds","Triangular object in the sky in Evans City pa  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.7691667","-80.0630556"
"9/19/2009 19:50","west grove","pa","us","light","120","2 minutes","West Grove PA 9/19/09 Chester County 19:50  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.0047222","-75.6350000"
"9/19/2009 19x52","auburn","pa","us","light","30","30 seconds","bight liglhlt appeared in sky shinning a beam down for 30 seconds ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.5983333","-76.0936111"
"9/19/2009 19:52","mount penn","pa","us","circle","30","30 seconds","Light appears&#44 searches&#44 than disappears into a mist.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.3280556","-75.8911111"
"9/19n2009 19:52","west chester","pa","us","cone","120","1-2 minutes","A white circle of light with a lighter&#44 cone-shaped light underneath it;  the circle disappeared the cone shape faded t-o a &quot;cloud&quot;","12/12/2009","39.8494444","-75.3561111"
"i/19/2009 19:55","lititz","pa","us","","60","1 minute or longer","Saw a bright disk shaped light that omitted a steamy substance and then dissapeared.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.1572222","-76.3072222"
"9/19/2009 19:55","westover","pa","us","","60","1 min","09/19/09   Westover&#44 PA     Light with beam coming out of it.    lasted about 1 min ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.7502778","-78.6711111"
"9/19/2009 20:00","chalfont","pa","us","light","120","2 minutes","light and weird mist in sky over Chalfont&#44 Pa. ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.2883333","-75.2094444"
"9/19/2009 20:00","elysburg","pa","us","light","30","about 30 seconds","Cone of light eerily appears to Knoebel&#39s Amusement Park goers oIn the wvay t-o the parki'ng lot.((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.8644444","-76.5527778"
"9/19/2009 20:00","gibsonia","pa","us","cone","45","45 seconds","Strange coned shaped light setting still and silent in the eastern night sky.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.6300000","-79.9697222"
"9/19/2009 r0:00","glenside","pa","us","light","15","15 seconds","A triangular bright light pointing downwvard in a haze on a clear night.((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.1022222","-75.1525000"
"9/19/2009 20:00","jim thorpe","pa","us","light","30","30 seconds","beam of light hovered for 30 seconds vanished into thin air. ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.8758333","-75.7327778"
"9/19/2009 20:00","pittsburgh","pa","us","changing","15","15 sec","A brief&#44 bright light in Western Pennsylvania.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.4405556","-79.9961111"
"9/19/2m09 20:00","plumsteadville","pa","us","circle","30","30 seconds","bright circular light shining down toward the ground.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.3872222","-75.1469444"
"9/19/2009 20:00","plymouth meeting","pa","us","cone","30","30 seconds","Cone of light&#44 higher than plane or helicopter&#44 Did not move. ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.1022222","-75.2747222"
"9/19/2009 20:05","bernville","pa","us","oval","60","1 minute","oval light to the right of jupitar and 15 min. after to the left of jupitar ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.4333333","-76.1125000"
"9/19/2009 20:10","hilltown","pa","us","cone","30","30sec","Large bright cone shaped object like a large flashlight and then a cloud.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","41.7702778","-75.1786111"
"9/19/2009 20:30","lamar","pa","us","circle","30","30 seconds","Cone like light shining down from circular object.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","41.0161111","-77.5313889"
